0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.566649555,-0.82378742,-0.000220334,0.954236316,-0.644929314,-0.091620681,-0.209215908,-0.234694604,0.862737678,-2.038493704,0.175479562,1.338432204,-0.637130571,-1.329309498,1.00660718,0.023965543
-0.147770681,1.048939613,-0.325645127,-0.127806355,-0.224791301,-0.019909454,-0.324102174,-0.165449286,0.989924,0.053084982,-0.914823312,0.266016136,0.098389531,0.576256875,-0.505701545,-0.027255168
0.053176791,-0.764399097,0.387105374,0.292926186,-0.103055389,-0.306549822,-0.107382907,-0.086477037,0.230720665,0.518090714,0.200034464,-0.271256334,0.271753893,-0.931261622,0.015983488,0.088000911
0.182515134,-0.138657422,0.363344256,0.346271401,-0.075817275,-0.025510376,0.017331401,-0.089171888,-0.606901959,-0.369914177,-0.183019785,0.57540386,-0.097967911,0.05004865,0.314578298,-0.008926024
0.161148438,0.158411391,0.496323412,-0.476504547,0.562040454,0.247405818,-0.245477286,0.314113087,1.022909008,1.12115909,-1.214458234,-0.468739808,0.356476086,-0.771002285,0.971319907,-0.00523686
0.244322112,0.331448771,0.520059616,-0.288906951,0.732110711,0.74933766,-0.693540383,0.984582787,0.534367607,0.922073842,-0.668256709,-1.701799749,1.042153602,-1.004016341,0.711791659,-0.099062825
-0.00794338,2.788816921,-0.465703537,-0.53840558,-0.268180711,0.537654344,-1.953632813,-0.673255507,1.528936327,0.635256519,-3.333688448,0.028823782,-0.118153968,0.213871827,0.601266531,-0.052540678
0.171924106,-0.079003197,0.69778307,0.562651542,-0.141903799,-0.026186394,0.578265614,-0.165865928,-1.297561164,-0.309405935,-0.667952868,-0.24803271,0.234560514,-1.070054443,0.643967288,-0.006720786
-0.700535964,-0.110083713,-0.473913127,0.298722261,-0.407999563,-0.653216672,0.479998566,0.223727235,0.910544062,0.081510139,-0.238244505,-0.077448886,-0.848289343,-0.36190029,-0.1496767,0.058206841
-0.01445122,1.047454363,-1.478595501,3.576260628,3.104708947,1.699061774,-0.215169513,-0.800953439,0.590747883,2.136119736,3.658972348,-0.732241227,2.469511271,-2.551466677,-1.341193431,0.024524557
-0.684873297,1.035442203,-0.157470254,-0.198340403,-0.399655525,-0.959337059,0.285485615,-0.444559312,0.059425829,0.414674893,-1.492143277,-0.083652563,-0.544127566,-0.225292863,-0.619821751,0.040679049
-1.528916091,-0.673743598,-2.408579649,1.582253031,-1.047922295,0.114573268,-0.582657529,0.781232135,-0.728182345,-2.577802581,0.880757921,2.439096546,1.609245317,-0.612302901,-2.504316785,0.065114417
-1.227092935,0.383664697,-1.254524309,-0.83400039,0.03112682,-0.490915466,0.186799096,-0.452630442,-1.344094835,-0.590812102,-0.127966772,1.622450362,0.10927594,1.854330853,-2.213748236,0.021959955
-0.26008262,-0.858043281,-0.037732553,0.309666093,0.263048994,0.510606831,-0.245244744,0.874858572,-0.292389598,0.332346993,1.0352947,0.14814899,-0.121871003,-0.435593105,0.264215247,0.000346403
-0.473822342,0.235408709,-0.283694531,0.191907146,-0.148867817,-0.545073092,0.142725822,0.230373721,0.167475223,0.324630467,-0.441754184,0.204420259,-0.781256766,0.655611838,-0.499361607,0.037851823
-0.086893101,0.487712451,-0.082827742,0.271564807,0.168495418,0.242131613,0.028000076,0.684269793,-0.969966807,-0.579147606,0.17750087,1.120611283,-0.057124268,1.602910782,0.553700823,-0.04907751
-0.260188394,-0.206053927,0.017027184,0.335887616,-0.107953331,-0.246946866,-0.234909452,0.219727539,0.627782633,0.278254409,-0.426643017,-0.335346053,-0.651761281,-0.450265353,-0.039607392,0.043882293
-0.096530636,-0.570952097,0.219348702,0.597005957,0.031861982,0.363126385,-0.343567308,0.603456057,-0.090096272,0.269386809,0.399873192,-0.279964463,0.027808175,-0.306028371,0.150067844,0.019458251
0.110132305,0.12011029,-0.043715819,0.256402527,-0.066811226,0.512175137,-0.263953748,0.082257612,0.286634408,-0.034159607,-0.531438295,0.643023076,-0.661714756,0.740015735,1.049703402,-0.019329331
-0.325051367,-0.29411728,0.105824912,0.278184228,0.161062074,0.076425172,0.182011632,0.639176312,-0.225621492,0.374124744,0.323650551,-0.173868145,-0.42710454,-0.445570267,0.396317575,0.011790171
-0.133395391,0.521721263,0.381496273,-0.094577489,0.419523088,-0.086921169,0.514417737,0.555579969,-0.817411032,0.33913514,-0.333269939,0.072928875,-1.403979806,0.044494158,0.84074422,-0.044922101
-0.762370635,2.144030005,0.354420191,-0.896799636,0.198811691,-1.062842904,0.079140542,-0.456137939,0.329489801,1.459185031,-2.11280453,0.068934825,0.610686288,-1.204281381,-0.549542328,0.105789505
-1.076186841,-1.556050434,-1.505065026,0.943253866,-0.739895915,0.828927554,-0.655870924,0.656459325,-0.61660181,-1.634822508,2.143211297,1.135142027,1.034985174,-0.318747874,-1.723331534,-0.020100449
-0.493989368,-0.10108059,-0.346378336,0.32033819,-0.098776943,-0.406375398,-0.043224741,0.427557789,-0.122611452,0.542969542,0.380767053,1.039769514,-1.170526505,0.085052641,0.297331314,0.00951936
-1.069763282,-3.084953437,-0.196859263,-0.50175579,1.00078192,-0.976972924,-0.210375037,-1.158944375,-3.08788254,-2.450418072,-1.264414465,-2.33928306,-2.496811806,-2.425976055,-2.461629727,-0.02207368
-0.276944276,0.710116515,-0.028034374,-0.131602662,-0.145449304,-0.21301465,-0.387319361,-0.238830063,0.924537014,0.656762026,-0.755316029,-0.790061627,0.243390212,0.366916803,-0.53902298,0.027510774
0.140545983,-0.346887367,0.043826675,0.31226388,0.214852152,0.08955011,-0.398857731,0.402117557,0.273342942,0.144473814,-0.106512942,0.462928774,-0.407936005,-0.524036526,0.279502268,0.000963507
1.317274607,0.677362758,0.851925169,1.954734647,-0.707706679,3.91249145,-1.441495343,0.571057477,-0.359586473,-0.478151182,0.363356267,-4.031535718,-1.108009855,1.382625645,-1.450847836,-0.017511286
0.273709606,-0.1087472,0.674552704,0.149707315,0.306500079,0.018213135,-0.406882088,0.256183129,0.316643125,1.011317176,-0.635752404,-0.444142079,0.444220623,-0.38029478,0.509907781,0.038618363
0.061644379,-0.317452671,0.233624372,-0.082454554,0.012098527,0.026663178,-0.130541642,-0.120376354,0.350149276,0.006831192,-0.164695106,0.01050272,-0.626245605,-0.652130587,0.087773326,-0.024290181
-0.275429345,0.261240754,0.222551232,-0.473688648,-0.111781554,-0.237905022,0.772300688,-0.322257356,0.006834631,0.460988934,0.065377323,-0.093531528,-0.574995661,-0.020923879,-0.026765957,0.009064414
-0.376292412,-0.328558593,0.066948719,-0.391957162,0.279024496,-0.068776569,0.171041744,0.36413466,-0.770402943,0.407444389,1.398086446,-0.42938894,0.649960525,-0.04385765,-0.855598806,0.002104056
-0.661371775,0.974481896,-0.764882482,-0.060319252,-0.527613516,-0.010051099,0.173614074,-0.087356279,0.306444828,-0.043773082,-0.541862477,0.965741403,0.576269267,1.421072542,-1.422323743,0.029812921
0.049387047,-0.858016232,0.27289194,0.000619833,0.181611825,-0.054454379,0.200625413,0.19157381,-0.096962402,0.214041855,1.122633083,1.109579272,1.354447683,-0.278828493,0.037985366,0.010057059
0.069358511,-0.221695401,0.115252044,0.074606957,-0.115415574,0.558863653,-0.554059846,0.235531192,0.390715442,0.399313836,-0.168750103,-0.560792476,0.382719095,-0.453809122,-0.048518526,0.007021264
0.157311152,-0.28849603,0.346219229,0.133202936,-0.101382081,-0.021269419,0.443347393,-0.176389497,-0.689524968,-0.3588261,0.018697488,0.639287782,0.573111351,-0.257779905,-0.174307182,0.010429042
1.673445247,0.382817611,1.278468422,0.812626523,-1.413773051,3.117598315,-0.101854982,-0.774067366,-0.092084654,-1.64216361,-0.662862139,-3.358861944,-0.099654081,2.352436135,-0.705898008,0.018524635
-0.099614717,-0.502427348,0.17594354,-0.27045418,0.455810897,0.116291333,-0.147135909,0.465648039,0.531182264,0.704201428,0.210687379,-0.810002297,-0.187998888,-0.953621773,0.04532286,-0.025745373
0.180100546,-0.05978699,0.265380604,0.016908842,0.253282861,0.608678643,-0.3709595,0.514172654,-0.85102749,0.202777013,0.062882294,0.256162939,0.723340029,0.888785205,-0.379165966,0.022463264
-1.287735216,-1.826430556,-0.499930869,-0.490142593,0.541323749,-1.281144669,0.692074211,-0.542803975,-2.548477992,-1.975863938,-1.044339218,-0.652634427,-1.835599711,-0.79103029,-3.591073448,0.000754952
-0.018778136,-0.16293621,0.170696274,-0.243658166,0.36154159,0.231763883,0.090909037,0.492574465,-0.744551044,0.360492697,0.063184782,0.224193246,-0.088868207,0.841048119,-0.261485441,-0.005341299
-0.218813671,-0.52390094,-0.153557625,0.210017136,-0.230939973,0.452686789,-0.19299905,0.169408162,0.571813021,0.00699429,0.355118687,-0.023142304,0.740027884,-1.197539085,-0.187607178,0.033852458
1.302166654,1.205247995,0.66372533,1.650589386,-0.957820491,5.289688818,-0.854494789,0.21579798,-0.21663357,-1.126097608,0.375470195,-4.312895813,-0.739069689,2.119617566,-2.508785492,-0.010038134
-0.066731223,-0.314979826,-0.084791017,0.444926881,0.002440274,0.634095364,-0.066386816,0.736330579,-0.392467502,-0.273593107,0.505578551,0.46525236,1.006198024,0.936649249,-0.174149378,0.019207289
-0.337388437,0.128283363,-0.012689856,-0.29300261,0.069285947,-0.445614314,0.531002361,0.008258659,-0.286333578,0.302802287,-0.057217638,0.620050675,-0.758553654,0.031311082,0.007529427,-0.01299474
0.984967855,0.142740941,-0.500701573,2.709678249,2.23539536,-0.88323741,1.54038732,-1.958049667,0.115997375,-1.294131475,0.536074267,2.405345341,-0.492101456,1.100273429,-0.224319471,0.010040591
-0.137358392,0.125259695,-0.10913914,0.218278365,-0.280614042,0.324406849,-0.648472577,-0.040105742,0.916324477,0.263579049,-0.599410598,-0.469096858,0.735817404,0.170943104,-0.577287611,0.031983825
0.049139896,-0.463113934,0.194089703,0.025434622,0.117440432,-0.150101203,0.293583357,0.344531239,0.220021552,-0.5786663,0.361862487,-0.19497518,-0.60936871,-0.742881461,0.461392589,-0.030505659
0.438312377,-0.133203638,0.772303945,0.466183215,0.160798647,0.490496183,0.056615668,0.530642677,-0.197564044,-0.986214175,0.648309567,-0.673397987,-0.322313912,-0.49120193,1.019408985,-0.046825875
