,0
0,-0.016551016664080334
1,-0.004162624952685931
2,0.03172268642264306
3,0.017681491081596563
4,0.014567208214970897
5,0.0035432140817566182
6,-0.002994003723886335
7,0.0166222963981257
8,0.04147258168019756
9,0.03379803423279723
10,0.005218496425912584
11,-0.04648226470995601
12,-0.00566423843283944
13,0.013737837723780781
14,0.0004780631851897775
15,0.0034407430623503883
16,0.011979972722198027
17,0.0021274399023792287
18,-0.04010795562499678
19,0.06543330444605744
20,0.0366662165057678
21,0.018714556739274815
22,0.028013542732810526
23,-0.009145930880245122
24,0.023224886022930977
25,0.017690817507650527
26,0.010252286696103126
27,0.01488222583497863
28,0.023833032843817943
29,0.02108757200178035
30,0.013162208269593832
31,0.003174911219108874
32,0.00599776653091562
33,0.031295477720354015
34,0.0213164509799468
35,-0.007125193620682681
36,0.026367612670629027
37,0.029069714155131994
38,-0.0022116456920482017
39,0.0328934541004981
40,0.031261260998285766
41,-0.008543659946956047
42,0.006243535942455624
43,-0.0025306091185755344
44,0.011404676297971282
45,0.006718304805382436
46,0.010736354272537132
47,0.005656953087036013
48,0.030715069681216497
49,0.0451924327470811
50,-0.026024847964940125
51,0.01970440476990523
52,0.020553998629550378
53,0.013369621271655828
54,0.016771510195365824
55,0.032713297682701634
56,0.010308526439791112
57,-0.016709235234073704
58,0.029992476381107133
59,-0.0026162585082704706
60,0.006199803007386713
61,0.005123121004487113
62,0.023847064338296583
63,0.014929473072887577
64,0.0027518320051190884
65,0.0032313484388771727
66,0.012302668498985033
67,0.01235927748611805
68,0.002696459808296061
69,0.028134779367377266
70,0.05296851650733479
71,0.02891458483772052
72,0.00924346488629438
73,0.019560385684405865
74,0.011900267092019395
75,-0.0062573385045722255
76,0.0032032959056558646
77,0.00484650140961515
78,0.023782435356378008
79,0.008890110546025225
80,0.0013017432928790875
81,0.014295166816685231
82,0.019618694354940527
83,0.0019817887637134587
84,0.012733458235074276
85,-0.011850066000545736
86,0.03469467591530247
87,0.028479287132737317
88,0.022818001725590537
89,0.009126952371863721
90,0.014879102674981774
91,-0.009835891275220804
92,0.04309459425749086
93,-0.0014604608073954459
94,0.0035759012990187623
95,-0.02174893651176504
96,0.002763714802479826
97,0.004003071303277187
98,0.03103337730465111
99,0.049382790052510846
100,0.04654662255900889
101,0.013662289997953679
102,0.0028254573913538347
103,-0.029616579522379623
104,0.023913900371826717
105,0.01075310288161356
106,-0.0008752023058187786
107,0.016569669543134248
108,0.016761571077335558
109,-0.004503831929942165
110,0.0281403410783429
111,0.021521401997603443
112,0.026996941322104465
113,0.005832340948386373
114,0.03168688544058204
115,-0.007548866282716879
116,0.02981715899120642
117,0.012629888186833346
118,-0.013758980733618649
119,0.0020422575280863754
120,-0.019398313213354154
121,-0.010712560635827439
122,0.007056226238350387
123,0.004391047307760715
124,0.004224265502273693
125,-0.007783958579620873
126,0.014563055225642326
127,-0.029679274646572502
128,-0.007158548606148535
129,0.032629983811957225
130,-0.014963793538596518
131,-0.056137723870496314
132,-0.0030857925161983032
133,-0.0122933513543405
134,-0.010698041432372137
135,-0.014319850871284553
136,-0.012167328743492106
137,0.026814100037145724
138,0.01231207698147569
139,0.019054457768547715
140,-0.01586550925707162
141,-0.003673550590227212
142,0.006143925404615086
143,-0.01879383489434192
144,0.023460587471667738
145,0.02736841000942554
146,-0.04950790977280485
147,0.013715460034239221
148,0.029915342056534636
149,-0.03057014499373715
150,-0.027219051265544324
151,0.01855296731105878
152,0.018283444012321175
153,-0.005105990222382813
154,0.005077674982718813
155,-0.01928999351853037
156,-0.003128088997925365
157,0.013269705541394245
158,-0.007792475748025815
159,0.033419871532239895
160,-0.0008448546608483196
161,-0.010144272953270323
162,0.03399650191336338
163,0.010994132624785134
164,-0.010928019246301027
165,0.0025720801045503554
166,0.027924956645732437
167,0.01722177516281011
168,0.008331745908513242
169,0.012269266783896428
170,0.007051239126209334
171,0.016682455517231506
172,0.01434384150334646
173,0.015130340038663585
174,0.003356872277236401
175,0.008473214555698532
176,-0.015246795936338986
177,0.0058307581664221175
178,0.03821182107331196
179,0.007850686948961138
180,0.005584797143209668
181,0.031745710201564734
182,0.02049931177449734
183,0.03956217546321549
184,-0.013410824606567291
185,-0.0037371775557012293
186,0.03152391964573733
187,0.01322998851606343
188,0.016625180670810452
189,0.0025539810821052916
190,0.015147662601982533
191,0.006656995941143405
192,0.013989264187010282
193,0.024492185313687305
194,0.006908903367126042
195,0.0030005666344652404
196,0.014977529617032675
197,0.0036334305946518243
198,0.009275796200531336
199,-0.020359530411236317
200,-0.013263019941276873
201,-0.009812645836227752
202,0.0013872064885740443
203,0.020843029740127587
204,-0.0021112388052476616
205,0.005175500024525166
206,0.01499095686372419
207,-0.03418959905592386
208,0.007048853181209073
209,0.004675393172912386
210,-0.017804203427306438
211,0.0011364600697452432
212,-0.005939546459920796
213,0.015025095599898912
214,0.01234119730677332
215,0.0020175862992841565
216,0.028514330473964067
217,0.003159119860562847
218,-0.016559122257492516
219,-0.1361173779948757
220,-0.02731284426750477
221,-0.037733279234363926
222,-0.06163922066719205
223,-0.03768057834193833
224,0.02317188641079869
225,0.03401481402756324
226,0.056993660321110653
227,0.004730539448832213
228,0.024976638868922166
229,-0.0005221441729446469
230,0.02780086025629969
231,-0.006183454328997473
232,0.0014742935830440243
233,0.0035772394528802015
234,0.00916352088366771
235,0.017781477633543374
236,0.02775348029369623
237,0.03849111735831293
238,-0.019518306704908985
239,-0.04326081136059433
240,0.03425722821557234
241,0.04588009601357884
242,0.006157682611124898
243,0.018162332381162022
244,0.016111859137986715
245,0.044263256713126385
246,0.0029263067286978695
247,0.0004018464619439249
248,-0.0028955648797998265
249,0.016410759648775357
250,-0.012615549667149416
251,0.03787651530065057
252,0.009464655632096548
253,-0.023715181411263987
254,-0.011983302373334191
255,0.0070378360038374915
256,0.014237658255526767
257,-0.005880779342399731
258,0.01958423415962135
259,-0.00571098609430816
260,-0.009542025878059288
261,0.008917778063603592
262,-0.012701548573057081
263,0.002952338172866123
264,-0.004100095938891421
265,-0.012326046990579613
266,-0.005188188116336832
267,0.004101063865892863
268,0.010619303513403119
269,0.003621324077849596
270,0.011533569394933184
271,0.0033387998834704113
272,-0.002444725566108766
273,0.011048369029220548
274,0.00722002442674816
275,0.0007122940692520473
276,0.016829694514198627
277,0.0032213139026383356
278,-0.006779087114635703
279,0.018247175718933292
280,0.007513444862358422
281,0.006373570059449343
282,0.018046743140420915
