,0
283,0.010350192544686491
284,-0.0003588207567607471
285,0.007261104155814023
286,0.004043722466444768
287,-0.012225817331587296
288,-0.00887679178951847
289,0.011671052297657148
290,-0.005089178192532767
291,0.011510651009617786
292,0.014187051984764238
293,-0.025126878312808965
294,7.756615182278291e-05
295,-0.003917497862199849
296,0.008127283416778243
297,0.03385120165014377
298,0.013046699614294038
299,-0.014171635825870468
300,0.006465541685344002
301,0.007328890821789457
302,-0.016715490246649062
303,0.012153572549347208
304,0.02042725436138447
305,-0.00025695454067961923
306,-0.005000150035646876
307,-0.0018126585592240368
308,0.003574159870724572
309,-0.00037359590990609925
310,0.004781352350814961
311,0.005196189541239536
312,-0.005845071780927792
313,0.009220803888759399
314,-0.014504135346623617
315,-0.008676266905864597
316,-0.007922277801265486
317,-0.001462320934087158
318,-0.010343091660925952
319,0.011328140786124027
320,0.020516982034863514
321,0.007074920899975342
322,-0.0027949785392409107
323,0.009066829061438285
324,0.026350196846988506
325,0.0005984643549644883
326,0.0025061089353406213
327,0.0010909870192965868
328,0.02574695571861138
329,-0.013895278361940145
330,0.01478527926630688
331,-0.007418716022080045
332,-0.03086590546825204
333,0.013720397228684615
334,0.02256571049189504
335,-0.00614868344770925
336,0.03397970242279898
337,0.014829942278350647
338,-0.0016816660358524756
339,0.026365693254302613
340,-0.06343617150029487
341,-0.02072340628340315
342,0.034810092860907124
343,0.025679047267416932
344,0.0016390964421121104
345,0.01465811018975605
346,-0.03156173737718895
347,0.00577322258597579
348,0.00239659829607676
349,-0.02277448447178598
350,-0.015222283105680079
351,0.0012159156129103038
352,0.022924018973486372
353,0.004192243903940639
354,-0.014801510741215242
355,-0.0030794458617672913
356,-0.03998137972541881
357,0.05344321560894477
358,0.005511855118994602
359,0.014351234862425514
360,0.03017773992596027
361,0.04691429274327568
362,-0.04970042324499353
363,-0.023296809282625557
