Z_HS300,A1_CAPITALIN,A2_HKCapitalin,A4_NEWFUND,A5_SAVE_MKTVL,A6_ISPO,A8_Leverage_AMT,B1_Basis,B3_HS300AMT,B4_Leverage,B5_NEWINVSTOR,B6_PEG,B7_DVDM10YTRY,B8_PELevel,B9_Erating,C1_SHIBOR3M,C2_TEDSPRD,C3_AUFI,C4_ICEOIL,C5_CBOND,C6_COMMEDITY,C7_USDCNY,C8_OMO,C9_HOTMONEY
-0.023826802,-148.003866,0,44.9053,0.05629377,31.50866667,-0.000190659,-0.000663897,-0.358753683,-6.21E-06,0.00486721,-0.027346807,0.0476,-0.005178815,0.0057,-0.18742,2.1836,0.055660606,0.013086538,0.000901849,-0.001637866,0.000937471,380,-218.7542
0.032777139,20.709107,0,0,-0.095049812,31.50866667,0.000950524,-0.002280423,-0.03472955,2.05E-05,0.032796885,0.047649401,-0.1113,0.00256655,-0.0219,-0.05336,2.0386,-0.042477835,0.018415724,-0.001353078,0.009105571,-0.00128143,160,-218.7542
-0.03413506,-205.084509,0,22.7063,0.117187519,17.52766667,0.000736774,0.00162134,-0.191299587,4.90E-05,-0.106958375,-0.010545603,-0.0238,-0.003215426,-0.004,0.13978,1.981,0.035863751,0.011351063,-0.003692683,0.008935719,-0.000844766,250,-609.0146
-0.018995885,-93.959281,0,26.0587,0.049093369,17.52766667,-0.000361558,-0.000398023,-0.187540651,5.98E-05,-0.185250606,-0.014782545,0.0541,0.001913663,0.0039,0.09628,2.0679,0.018392273,0.008407501,0.00037743,0.001040165,0.000406828,1000,-609.0146
-0.006238031,-66.606064,0,8.52,0.016409356,17.52766667,-5.32E-05,0.000443674,-0.079993933,4.69E-06,-0.18665306,-0.000836506,0.0928,0.000630435,-0.0047,-0.006,2.0994,-0.059205415,-0.011077254,-0.000150955,-0.020468504,-0.001957423,70,-609.0146
-0.023878036,-99.393663,0,66.4221,0.07091073,17.52766667,0.001687328,-0.000478745,0.299941858,3.84E-05,0.462136155,-0.019939329,0.0313,-0.003184713,-0.0013,-0.00202,2.1327,-0.012748172,-0.076839858,0.004218144,-0.116595054,0.000673786,480,-609.0146
-0.033570042,-106.550787,0,15.0063,0.139678881,17.52766667,0.000356463,-0.003700001,-0.131178605,-6.56E-07,0.085255997,-0.022671436,0.156,0.000632911,-0.0008,0.00712,2.2742,-0.065096129,-0.0140513,0.003751224,-0.026093171,-0.004568691,550,-609.0146
0.027672887,-34.077078,0,4.5549,-0.106635995,9.249,0.001349555,0.001061881,0.2328465,-9.18E-06,-0.516331733,0.056369016,0.0322,0.006938067,0.003,0.00538,2.5635,0.022038852,0.112662764,0.006642559,0.01451154,0.00334614,-90,1463.9336
-0.056549214,-178.739791,0,3.554,0.183848753,9.249,-0.001946884,0.005312461,-0.265464188,6.58E-06,0.109859365,-0.037431811,0.1337,-0.006942047,0.0003,-0.01922,2.568,-0.031082988,-0.043754473,0.008724753,-0.064346227,-0.002103777,-220,1463.9336
0.07714926,126.672524,0,18.3582,-0.241082278,9.249,0.001072266,-0.002221101,0.492081838,-5.65E-05,0.188671411,0.101967359,-0.1917,0.013164173,-0.0017,0.0198,2.531,0.06468346,0.003455491,-0.001619947,0.091420178,-0.005326286,-190,1463.9336
0.020001167,-38.572919,0,0,-0.091186252,13.253,-0.000286828,0.00342072,0.117951624,2.34E-05,-0.015378987,0.059902165,0.0302,0.006206897,-0.0081,0.07632,2.7408,0.011264117,0.020841574,0.006402458,-0.00127875,-0.001976989,960,-1243.8702
-0.025188059,-178.362345,0,17.9393,0.054948521,13.253,-0.000722289,-0.000149165,-0.334766134,7.09E-05,-0.068093649,-0.02495608,0.1666,-0.010654206,0.0043,-0.02166,3.1117,0.002358937,0.0150883,0.008921752,-0.051725597,0.002403505,670,-1243.8702
-0.03339254,-219.612212,0,9.752,0.084023555,13.253,-0.000237331,0.004337242,0.017915142,6.95E-05,0.022049303,-0.018767893,0.0224,-0.00748244,-0.0038,-0.03686,3.0913,-0.025891802,-0.059164308,-0.000973712,0.007696339,0.00364167,-20,-1243.8702
-0.014111014,-104.212531,0,75.7019,0.041294252,13.253,-0.000559601,0.001177833,-0.442711247,8.12E-05,-0.010687727,0.003396491,0.0609,-0.001244159,0.0108,0.00974,2.9954,-0.020110714,-0.009240743,0.001538002,-0.031476905,9.44E-05,220,-1243.8702
-0.004939077,-94.95764,0,32.054,0.057424845,25.316,0.000390784,0.002928467,0.294235492,1.31E-05,-0.028906675,-0.0198067,0.1535,0.000615373,0.0055,-0.04088,3.012,0.035498049,0.031839537,0.008082442,0.055365487,-0.003846644,-240,142.176
-0.021282141,-45.364346,0,33.9988,0.071627342,25.316,0.002861145,0.002931542,-0.416148445,5.58E-05,-0.171694178,0.019937701,0.0216,-3.80E-06,0.0059,-0.13266,2.8743,-0.021734285,-0.010133834,0.001911305,-0.009236746,0.000663182,-1010,142.176
-0.046326835,-77.21781,0,6.5004,0.147450121,25.316,0.001199211,0.00053177,0.07077137,0.000101925,0.130694029,0.015053131,0.0999,-0.000617272,0.0028,-0.04328,2.8341,-0.066671521,-0.050048066,0.000290015,-0.02851642,0,-730,142.176
-0.01304214,-41.75511,0,22.558,0.038662146,25.316,-0.001454716,0.000441259,0.070044949,3.58E-05,0.081361488,-0.01224808,0.0006,0.001221365,-0.0089,0.0034,2.7496,0.006736219,0.041292654,0.000540944,0.01861436,-0.002259781,-100,142.176
-0.00570343,-45.603059,0,16.4944,0.018731598,25.316,0.001390781,0.004799334,-0.111327351,3.81E-05,-0.054453199,-0.000830717,0.0476,0.004262699,-0.0014,0.01564,2.7257,-0.035218244,-0.008459265,0.003225195,-0.010196334,-0.003169123,90,142.176
-0.023787541,-56.697081,0,0,0.223261533,6.825,0.001095255,0.00305553,0.137619954,7.61E-06,-1.210972439,0.040242327,0.0283,-1.11E-05,-0.0052,-0.00508,2.7145,0.042776797,0.056707105,0.001621588,0.010821975,0.002488608,510,914.0118
0.044290884,43.429171,0,0,-0.152457732,6.825,0.000376994,0.006626477,0.554310463,-0.000159604,0.857125158,0.037718112,-0.0971,0.006049495,1.00E-04,-0.01092,2.717,0.009774024,-0.026184419,0.002761527,0.027501054,0.000553942,730,914.0118
0.044818685,44.846463,0,0,-0.121241564,6.825,0.002142293,0.004677954,0.000805755,-0.000159345,-0.140046359,0.056228824,-0.0467,0.012667465,0.0171,0.07474,2.6094,0.0088302,-0.002720103,0.001281688,0.039086306,-0.000997317,3530,914.0118
0.000799972,-52.274349,0,37.8126,-0.08879046,6.204666667,0.001984546,0.001161171,-0.28236968,7.14E-05,0.223410844,0.045298748,-0.0587,0.002940882,-0.0022,-0.07156,2.4768,0.054210744,0.028198619,0.000181743,-0.008968609,-0.000570342,-3510,-13.7919
0.010926919,-43.959838,0,0,-0.049724718,6.204666667,-0.002798354,-0.000562041,0.257522854,6.16E-06,0.239306473,0.024735129,-0.0998,0.00532849,1.00E-04,-0.09356,2.2799,-0.015090623,0.034869101,-0.003493096,0.018603028,-0.002618239,-440,-13.7919
0.001365489,-104.3771,0,9.259,-0.023396728,6.204666667,-0.001078364,0.005011261,-0.071135556,6.14E-05,0.172195527,0.005977046,-0.0159,0.001699422,0.0023,-0.0738,2.1996,0.000490183,0.0191656,7.15E-07,-0.023196165,0.00022242,-90,-13.7919
0.04279488,42.934815,0,0,-0.146549832,6.204666667,0.001492066,0.003921047,0.29609915,-9.14E-06,0.160465936,0.031721477,-0.0547,0.017827937,0.0054,0.01706,2.3577,0.02474368,0.048081083,0.001139291,0.003753883,0.00022237,20,-13.7919
0.011981109,-7.886576,0,5.544,0.017376291,20.81133333,0.001154665,0.001741088,0.058734209,7.80E-05,0.074369443,0.01493484,-0.066,0.008186531,-0.001,-0.03204,2.2849,-0.032967281,-0.014611692,-0.001057053,0.021060793,0.000238199,-280,-552.5336
-0.005850058,-168.865087,0,39.8659,0.011439948,20.81133333,-0.000706467,0.000261982,-0.070833607,0.00012518,-0.168239367,-0.01816928,0.0479,-0.0102816,-0.0015,-0.1008,2.2125,-0.007867009,0.01866817,0.001872485,-0.011260883,0.00147557,30,-552.5336
-0.015425182,-147.793913,0,51.5845,0.041542965,20.81133333,0.000187367,0.001326462,0.175838144,0.00010349,0.121163078,0.004379089,0.0143,-0.007258605,-0.0183,-0.13178,2.1363,-0.020273849,-0.013827499,0.000132035,0.001049511,0.002011515,-570,-552.5336
-0.027271291,-208.48249,0,45.0122,0.086481511,20.81133333,0.000318906,0.007074197,-0.301390599,0.000125635,-0.006643778,0.004572589,0.0694,-0.018438412,-0.0048,-0.07946,2.1161,-0.010536152,0.011204599,9.63E-05,-0.009131229,-0.004901232,-190,-552.5336
-0.039160016,-122.031397,0,21.6658,0.157097482,20.81133333,-0.000636849,-0.000529146,-0.273085655,6.34E-05,0.083048436,-0.026491615,0.0947,-0.007140189,0.0154,-0.03612,2.1465,0.009179903,-0.022291995,0.002049455,-0.003019052,0.000826486,190,-552.5336
0.026105819,-20.688877,0,14.8125,0.036789353,8.164666667,-0.000265767,0.000305576,0.090697999,2.09E-05,-1.897087267,0.018667567,-0.0625,0.008802744,-0.0042,-0.0463,2.1062,-0.017416718,-0.001058503,0.000200087,0.009302657,0.002047376,250,76.3156
0.023773914,21.183486,0,12.1979,-0.094851104,8.164666667,0.000889341,0.00222674,-0.002983614,-2.82E-05,0.821902751,0.016402773,-0.0515,0.021036743,-0.0025,-0.0322,2.0829,0.02384309,-0.011141264,-0.000450786,-0.028091707,-0.003064686,1120,76.3156
0.01781587,32.152497,0,8.5808,-0.06738587,8.164666667,0.000201018,0.003639736,0.048845411,-1.97E-05,0.114640636,0.018711034,-0.0536,0.017404949,-0.0006,-0.05012,2.0211,-0.018613185,-0.020473418,-0.000166693,-0.002606638,0.002588926,520,76.3156
-0.000259661,-59.271801,0,46.4728,0.021427332,8.164666667,0.000856696,0.004738102,0.197788603,-1.03E-06,0.190232458,0.012848142,-0.004,0.005058565,0.0032,-0.07156,1.9461,0.005717102,0.004948637,0.00138968,0.006708515,-0.004053125,640,76.3156
0.033594097,97.78746,0,329.6863,-0.124135569,9.964666667,0.001983001,0.000486399,0.118034218,-3.94E-06,-0.746210579,0.046044636,-0.0788,0.012101331,-0.0077,-0.03018,1.9227,-0.010761951,-0.050712191,0.000653592,-0.004020161,-0.001051726,1170,-1002.4175
-0.029505226,-85.265643,0,213.4836,0.071707042,9.964666667,-0.000839267,-0.002168062,-0.078034207,0.000170549,0.555721598,-0.023436464,0.1455,-0.029257319,0.0022,-0.05022,1.9757,-0.031434765,-0.012845107,0.003605914,-0.025588404,0.003676211,410,-1002.4175
-0.024158647,-197.111959,0,165.9107,0.07212934,9.964666667,0.000517801,-0.002243999,-0.253319713,0.000175839,-0.002611722,-0.036689455,0.162,-0.026773191,0.0025,-0.1537,2.0963,-0.003074985,-0.045323463,0.009404385,-0.032664376,0.004074165,-640,-1002.4175
-0.000339222,-86.804248,0,24.6393,0.017598321,9.964666667,-0.000757008,-0.002993662,-0.072749863,8.21E-05,0.088532143,0.002341968,0.0716,-0.001229203,-0.0027,-0.15482,2.0944,-0.004501435,-0.002709143,0.005462424,-0.000143079,0.000806522,-780,-1002.4175
0.023010557,15.372054,0,43.791172,-0.023048954,15.951,0.001168796,-0.001442462,0.225202966,3.47E-05,0.074622148,0.01037129,0.0553,0.021217456,-0.0003,-0.11632,2.0335,0.002749478,-0.075461698,-0.000682134,-0.016990298,0.000758486,-570,1402.5199
-0.042147836,-228.098088,0,3.9347,0.145201521,15.951,0.001468429,-0.004487925,-0.236046215,0.000182459,-0.165224963,-0.027418425,0.1257,-0.033408003,-0.0117,-0.054,1.9958,0.007126145,-0.010342822,0.003748426,-0.02443843,-0.001897294,20,1402.5199
0.017173129,-20.638176,0,35.870368,-0.054372015,15.951,-0.001107241,-0.002902587,-0.021384835,4.07E-05,0.138037389,0.034867381,0.285,0.006256802,-0.0035,-0.09942,1.9587,0.031269139,-0.005109351,-0.00204989,0.02911866,-0.001567982,360,1402.5199
-0.021995521,-104.307637,0,10.037,0.063617231,15.951,0.000190398,-0.000551313,-0.146037768,6.61E-05,-0.024317538,-0.008120147,-0.2666,-0.00803397,0.0116,-0.0294,1.9694,-0.015335595,-0.069131918,-0.000700279,-0.009522788,-0.000776982,360,1402.5199
-0.020336472,-44.165076,0,31.2205,0.069719963,15.951,-0.001226835,0.003001285,-0.082156633,0.000148574,0.385058411,-0.007538397,0.1206,0.00053829,-0.0147,0.0591,1.9787,-0.017204508,0.044446989,0.003477034,0.017395449,0.003309872,1970,1402.5199
0.004459471,-28.238351,0,2.4887,0.111757647,20.047,0.000622,0.00282535,0.187593422,4.03E-05,-0.752690535,0.042981288,-0.0094,0.00337292,0.0044,-0.04712,1.9688,0.018558172,0.036701367,0.003031825,0.01415066,0,2250,-425.0392
-0.008929532,-14.675781,0,0,0.056111337,20.047,0.002028371,0.002598104,0.082886073,0.000131705,0.07301168,0.03185625,0.1459,-0.001173616,0.0088,-0.13504,1.87,-0.012622805,0.033543827,0.002222722,0.001590006,-3.16E-05,-400,-425.0392
-0.021521578,-69.431775,0,109.3742,0.051986523,20.047,-0.001212822,0.008565931,-0.120680722,5.72E-05,0.081726228,-0.001605769,0.0908,-0.006246,0.002,-0.12556,1.6908,0.00323365,0.042261835,-0.00014872,0.000609481,-0.00213677,-600,-425.0392
-0.020789098,-57.458693,0,48.041,0.073224071,20.047,-0.001885562,0.009830114,-0.320795353,6.91E-05,0.049513346,-0.023920994,0.0416,-0.006773597,-0.0076,-0.02064,1.6235,0.023528573,-0.005268617,-7.61E-06,-0.023541318,0.00336927,460,-425.0392
0.001968596,4.220538,0,25.4977,-0.053172645,19.45866667,0.00229235,0.005974754,-0.007755188,4.38E-05,-0.107621686,0.071880486,0.012,0.005610093,0.0114,-0.04556,1.4346,-0.016359759,0.01757876,-0.000814552,-0.009301877,0.001514841,-860,407.2201
0.019360704,-39.105832,0,30.4524,-0.092633236,19.45866667,0.000628935,0.004937596,0.312175691,-4.17E-05,0.074027166,0.060169132,-0.0049,0.008376685,-0.0061,-0.0895,1.2831,0.012492691,0.040061672,-0.00084709,0.010124061,0.000409875,440,407.2201
-0.036613827,-84.022789,0,24.9975,0.105835139,19.45866667,0.001827166,0.008871499,-0.181152694,0.00013022,0.030349948,-0.039832081,0.0362,-0.013991489,-0.0093,-0.04194,1.1351,0.003813978,0.012829196,-0.00167343,0.000984544,3.15E-05,750,407.2201
-0.016473565,-87.448913,0,30.7869,0.032935279,19.45866667,-0.002125426,0.0084911,-0.086256065,7.54E-05,0.056743133,0.043206562,0.046,-0.000558036,-0.0034,0.0556,1.0079,0.027965801,0.006571765,-0.002011403,0.015434023,-0.002272119,2780,407.2201
-0.031609947,-63.911315,0,10.6318,0.138699818,19.45866667,0.001253361,0.005048828,-0.06401031,0.000106331,0.066059943,0.118045675,0.0035,0,-0.0054,-0.01516,1.1056,-0.004089449,-0.006220179,-0.000650489,-0.003422543,0.002272119,-540,407.2201
0.049682854,16.09696,0,17.1185,-0.18732831,7.696,0.003337855,0.010366484,0.335011381,3.55E-05,-0.189512022,0.056023984,-0.1188,0.007194245,-0.0004,0.00476,1.144,0.01804989,-0.000879198,0.000169794,0.017334969,-0.000583316,-520,-349.9299
-0.000706712,-56.701123,0,23.607663,0.000735993,7.696,0.001501267,0.00581203,0.15995086,4.70E-05,0.248960672,0.004769098,-0.1255,0.001635777,-0.0036,0.00874,0.993,0.043660941,0.029467424,-0.004710637,0.05230599,-0.001499262,-80,-349.9299
-0.051612425,-172.10101,0,49.624573,0.201824592,7.696,0.002152072,0.007883812,-0.320558017,0.000253149,-0.04594992,-0.051880318,0.168,-0.007729307,0.005,0.00958,0.9659,-0.00331761,-0.05386322,0.000530479,-0.013320326,0.001720017,1010,-349.9299
0.04187587,61.449497,0,13.0379,-0.122692557,7.696,-0.002110257,0.009809403,0.048459302,-0.000185345,0.15525106,0.027165876,-0.0553,0.008778538,-0.0015,0.03082,0.9705,0.005262136,0.012895316,0.003229914,-0.001995251,-0.000252294,3650,-349.9299
0.004969955,-36.311103,0,0,0.029234676,9.83,0.003091946,0.001158153,0.008756559,5.70E-05,-0.598718748,0.024752199,-0.0406,0.003804381,0.0068,0.0066,1.0206,-0.014153956,0.020606576,0.001009387,-0.011656009,-0.002305131,1640,-49.5498
0.012050607,12.567691,0,0,-0.055692804,9.83,-0.001031232,0.006143702,-0.104075054,1.08E-05,0.110041948,0.03522078,-0.0844,0.010333833,0.0051,0.00854,0.8141,-0.022311745,-0.026764836,0.000630176,-0.006208718,-0.003356664,-2210,-49.5498
-0.036928231,-129.045051,0,4.7091,0.129827543,9.83,0.001666952,0.001820805,-0.036558291,0.000180019,0.156213234,0.041413809,0.0511,-0.01585198,-0.0026,0.00162,0.7668,-0.017482931,-0.026673086,-0.000959333,-0.021533476,-0.000666339,-700,-49.5498
0.025850451,10.770719,0,0,-0.110282356,7.577333333,-0.000676489,0.000184673,0.008091237,3.04E-05,-0.053486092,0.153265118,-0.0834,0.017350257,-0.0129,0.01592,0.7914,0.000439154,-0.015380642,0.000233831,-0.002566346,0.000555313,3790,-88.9135
-0.028961731,-92.290925,0,3.0054,0.108342347,7.577333333,0.000479741,0.001640395,-0.080089499,4.76E-06,-0.10352733,-0.076753319,0.0935,-0.013063118,0.0026,0.00998,0.8623,0.018574452,0.007997811,0.000181599,-0.012421749,-0.000523573,-1010,-88.9135
-0.028830261,-110.311477,0,5.3203,0.123937425,7.577333333,-0.000174753,0.003012989,-0.153897222,0.000145392,0.065091305,-0.061864442,0.1105,-0.009212885,0.001,0.03948,0.9204,-0.014656562,0.004897215,0.001913478,-0.004567912,-0.001063855,-750,-88.9135
0.007064696,-19.370139,0,13.24,-0.02784836,7.577333333,0.001540493,0.000786254,-0.05192629,7.50E-05,0.070472071,0.054128955,-0.0443,0.002683792,0.0013,0.02368,0.9857,0.013027538,0.022241369,0.000534536,0.008320796,-0.000619781,-240,-88.9135
-0.02447531,-22.248114,0,6.1306,0.172999965,7.577333333,-0.001294476,-0.000589346,0.005364216,4.45E-05,0.124066509,-0.059891575,0.0528,-0.004312362,-0.0032,0.02326,0.9639,-0.002573551,-0.000811652,-2.98E-05,0.012799367,-0.000222579,-400,-88.9135
0.048840438,93.396757,0,0,-0.188140311,16.04833333,0.005314406,0.003579826,0.660822631,-5.77E-05,-0.098648974,0.065116769,-0.1498,0.021956049,-0.0021,0.01922,0.9717,-0.01686143,-0.033484759,-0.000657469,0.007277749,0.000604028,110,-222.7993
0.04742012,153.293508,0,17.5816,-0.176267359,16.04833333,-0.000175278,0.007782704,0.1292663,-6.03E-05,0.178517238,0.03420061,-0.1307,0.038398592,-0.0036,0.01846,1.041,-0.002324554,0.015918892,0.000630401,0.00763466,-0.000111241,-1250,-222.7993
0.006826361,29.77295,0,12.9869,-0.037060602,16.04833333,0.005540561,0.00851517,0.250344369,0.000141438,0.095629114,-0.014271692,-0.036,-0.000165066,-0.0012,0.0197,1.049,-0.027374601,0.002750781,-2.78E-06,-0.014560065,-0.000667705,920,-222.7993
0.044543994,105.691896,0,25.4645,-0.172161152,16.04833333,-0.001166373,0.007641381,-0.020136987,9.69E-05,-0.038924561,0.05150269,-0.0687,0.020027097,0.0037,0.02056,1.1083,0.009711502,0.012285726,0.001604069,0.01418216,0.000238517,1170,-222.7993
0.017728658,42.803038,0,0,0.085697136,24.64566667,0.002676524,0.003482399,0.089938174,-5.59E-05,-0.976298258,0.023773699,-0.1,0.01477513,0.0115,0.00602,1.1124,-0.007020801,0.007568967,0.000319397,0.008311882,1.59E-05,-1100,900.9677
-0.016446844,-111.38992,0,0,0.025907973,24.64566667,-0.003205247,0.006189519,-0.033894677,0.000327262,0.845764677,-0.045594618,0.0433,-0.016137117,0.0013,0.00342,1.2027,0.013449382,-0.00684564,0.001641102,-0.004659628,-0.002945651,-1300,900.9677
0.044195542,78.442638,0,0,-0.15622897,24.64566667,0.00230185,0.005764343,0.185772189,0.000247772,0.223384787,-0.017954661,-0.0651,0.026714715,0.0122,-0.00106,1.2858,0.008493326,0.009266406,0.001569365,0.004709396,0.000637633,-700,900.9677
-0.009198625,-107.930006,0,0,0.056918739,24.64566667,0.002222234,0.008214883,-0.028214087,0.00032281,0.056723866,0.040486308,0.0261,-0.006601318,0.0134,-0.01934,1.2195,-0.012150146,0.015373298,0.001702024,0.000923992,0.000844238,-490,900.9677
0.064613275,140.407821,0,12.9687,-0.191647305,9.225333333,0.006533836,0.001121267,0.174880318,0.000232994,-0.015237208,-0.019701114,-0.1596,0.073265286,0.0078,0.00474,1.1797,-0.00419832,0.028085139,0.000802747,0.016567869,0.000222887,590,-887.1513
0.010299546,31.571143,0,83.1991,-0.044184746,9.225333333,0.008963465,0.004500807,0.007377503,0.000212059,-0.385596572,-0.001015744,0.0018,0.00059234,-0.0075,0.00426,1.2123,0.007186407,0.019192165,0.002303369,-0.002781576,-0.000413973,6620,-887.1513
-0.065265433,-349.014683,0,48.0231,0.148908382,9.225333333,-0.006215168,-0.001310943,-0.239576008,0.000652242,0.561515787,-0.074557301,0.157,-0.070466136,0.0049,-0.0102,1.2624,-0.050328172,-0.039372125,0.002603127,-0.030146649,0.001241406,-9100,-887.1513
0.027437985,-58.160521,0,0,-0.045291035,18.62266667,-0.00373593,-0.000837818,-0.077807338,0.000371041,0.066337209,-0.025816181,-0.0638,0.030995386,-0.0024,0.0065,1.1984,-0.003862747,-0.033720556,-5.35E-05,-0.021111664,-0.001161782,-50,324.4564
-0.023470289,-158.231723,0,58.8751,0.06698392,18.62266667,0.000751555,0.001792532,0.200169462,0.000456697,0.085113199,-0.033044795,0.0562,-0.035174028,-0.0011,-0.00094,1.1837,-0.005391218,0.003342521,0.001459611,0.00145667,-0.001258794,-50,324.4564
-0.026058053,-162.687026,0,0,0.078155451,18.62266667,0.002899653,-0.002548553,-0.384608122,0.000361567,-0.0405689,-0.01489254,0.0295,-0.014773956,-0.0022,-0.0045,1.162,0.008962911,-0.007513727,0.00020189,-0.003502385,6.38E-05,-440,324.4564
0.030414228,29.017152,0,23.1607,-0.095673558,18.62266667,0.001259732,0.00286139,0.075911019,0.000251689,0.042755396,0.029419184,-0.0399,0.026667482,-0.0047,-0.00252,1.1694,0.006867409,-0.02344396,0.000372192,-0.017599153,-0.000191336,-470,324.4564
-0.048206312,-164.760609,0,86.9871,0.146359263,18.62266667,0.002551867,-0.004522094,-0.057145061,0.000298698,0.093409358,-0.146860375,0.1458,-0.044125027,-0.0086,0.00062,1.2147,-0.008672049,0.02089642,0.001872541,-0.015185847,-0.000350877,-570,324.4564
-0.004634215,-69.231055,0,0,0.189439226,10.64933333,-0.005312355,-0.001991909,-0.112831774,8.39E-05,-1.33924403,0.007975231,0.0457,-0.001649167,0.0034,-0.00022,1.2319,-0.022085388,-0.024811049,0.002964284,-0.014888898,-0.001276956,-570,624.0813
-0.008668262,-107.313713,0,17.918,0.023302559,10.64933333,0.001417992,-0.00012672,-0.147741416,0.000399085,0.435031465,-0.032936372,0.0582,-0.011468699,-0.0066,0.00064,1.3126,-0.00480474,-0.040790866,0.003055972,0.015486844,-0.001646486,-170,624.0813
0.02871129,82.251466,0,0,-0.088486183,10.64933333,0.008526349,0.000541868,0.085908954,0.000223643,0.025501395,0.014639617,-0.034,0.02342612,0.0013,-0.0006,1.2894,-0.106504554,-0.032326247,0.000401014,-0.068876598,-0.001777408,-140,624.0813
-0.03474298,-139.628339,0,21.5397,0.132958496,10.64933333,0.000575655,-0.003067046,0.090567275,0.000243077,0.20248883,-0.047657383,0.0909,-0.038522915,-0.0027,0.0037,1.2426,0.043086955,0.03281251,0.001567231,0.009465279,-0.003001535,1240,624.0813
0.018463677,21.130245,0,8.4641,-0.1207974,14.60966667,-0.001437524,-0.002531979,-0.049441088,0.000101127,-1.095406338,0.018305254,-0.0254,0.001491224,0.0059,-0.00204,1.2913,-0.001718106,0.012752564,0.002020486,-0.006210959,-0.000900611,0,-967.9406
0.019041656,-22.159848,0,17.4022,-0.096636582,14.60966667,0.002623197,-0.002139453,0.061722741,0.000195779,0.960388579,0.005270733,-0.0633,0.01466182,-0.0022,-0.0016,1.219,-0.012327828,-0.004714947,0.001296345,0.039624662,-0.002190581,840,-967.9406
0.019955136,30.544826,0,22.4851,-0.08126766,14.60966667,-0.00011944,-0.007502947,0.073579637,0.000402572,0.035238684,-0.012793155,-0.0453,0.021697565,0.0003,0.00014,1.1525,-0.057502686,0.009980889,0.001132167,-0.008404665,-0.000306419,-350,-967.9406
0.001996426,-87.281065,0,35.429867,-0.039035138,14.60966667,0.003669941,-0.003553019,0.205902383,0.000432347,0.243354672,-0.005904039,0.0392,-0.002221876,-0.0006,0.00336,1.1185,0.011224224,-0.01869934,0.000856707,-0.005033307,-0.002099077,1280,-967.9406
0.003535212,-67.692649,0,52.5079,0.004959213,14.60966667,0.006106305,-0.002465445,-0.052192907,0.000452085,0.004484029,-0.037948411,-0.0971,0.00385302,0.006,-0.0012,1.105,0.018279325,-0.025921719,0.000296407,-0.00465182,-0.001148282,-170,-967.9406
-0.04804536,-213.489128,0,49.5193,0.175714018,4.098333333,-0.001136095,-0.003123792,-0.252299733,0.000543626,-0.196776575,-0.040978702,0.2827,-0.045561562,-0.0051,0.14086,1.4682,-0.006338622,0.04538471,-0.001430302,0.006224581,-0.002852144,1600,136.9297
-0.027502223,-66.63038,0,12.4335,0.076049714,4.098333333,-0.002370462,-0.008760036,-0.029390344,0.000618224,-0.87873345,-0.036846728,-0.4397,-0.01614629,0.003,1.1623,2.1917,-0.016682569,0.009874748,-5.40E-06,-0.023714049,-0.000210993,920,136.9297
-0.041989073,-151.637659,0,0,0.171207161,4.098333333,0.000724122,-0.009059314,-0.079751618,0.000452784,0.940140701,-0.050989253,-0.3192,-0.017119839,-0.0031,0.3438,0.6768,-0.058800337,-0.045917311,-0.008985065,-0.028636175,0.002577551,280,136.9297
-0.051695506,-96.066153,0,32.1385,0.222305437,4.098333333,-0.009592482,-0.014558953,0.314127065,0.000405947,0.385391032,-0.03639645,0.5871,0.00250501,-0.0239,0.0552,1.3699,-0.069286285,0.00886356,0.00661131,-0.019237071,0.000339935,250,136.9297
0.011839809,-3.073152,0,0,-0.04500716,6.390666667,0.001571052,-0.023912263,-0.179970619,-0.000287312,-0.545664085,0.018519048,0.3941,0.002492491,0.0044,-0.4606,1.4053,0.030330675,0.054474815,0.003671366,0.013730109,4.86E-05,4620,743.9366
0.021556413,47.956251,0,3.2492,-0.078426496,6.390666667,0.007506304,0.000715048,0.119465918,-2.65E-05,-0.092448407,0.012722752,0.0396,0.001981562,-0.0007,-0.4029,1.1311,0.022809756,0.012365203,-0.003804571,0.006303142,-0.002576548,460,743.9366
-0.03802421,-159.119574,0,42.2537,-0.078914064,6.390666667,-0.002617205,-0.016196465,-0.058752855,-0.000358736,0.049192797,-0.032010155,-0.0224,-0.003000942,0.004,-0.05728,1.0926,0.005589284,-0.006809633,-0.003357623,8.52E-05,0.001945179,497,743.9366
0.015191189,-42.261417,0,3.2313,-0.067298534,6.390666667,-0.0029819,-0.014392035,-0.07106637,0.000110937,0.040706539,-0.009159769,0.0109,0.001478229,0.0043,-0.00596,1.1864,0.028019124,-0.010302193,-0.002050457,0.003058516,-0.000502142,497,743.9366
0.010402058,-15.202472,0,22.744,-0.080379933,6.951,0.001231864,-0.003231931,-0.103780892,0.000125789,-0.097105709,-0.010903535,-0.025,0.005429351,0.0083,0.00684,1.2726,-0.033651191,0.015918892,0.002980232,0.000553072,0.00157038,425,-590.8637
0.017094909,22.71107,0,22.3938,-0.05888291,6.951,0.004240079,0.000958001,0.150195808,-0.000109847,-0.011598667,0.000978913,-0.2059,0.002441052,0.002,-0.01294,1.2118,0.017166354,-0.006078486,-0.003981517,0.024953691,-0.00241325,200,-590.8637
